taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,GOLD Analysis Project ID,GOLD Sequencing Project ID,Contact Name,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Project / Study Name,Specific Ecosystem,Genome Size   * assembled,Gene Count   * assembled
3300028622,Metagenome,Draft,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from various locations,"Enriched activated sludge microbial communities from anaerobic digester in WTTP, New Holstein, Wisconsin, United States - AAG_RA_Trp",DOE Joint Genome Institute (JGI),3300028622,Ga0302253,Gp0313028,Wen-Tso Liu,Engineered,Wastewater,,Anaerobic digestor,"Enriched activated sludge microbial communities from anaerobic digester in WTTP, New Holstein, Wisconsin, United States - AAG_RA_Trp",,215697058,342531
3300028591,Metagenome,Draft,"Rumen microbial communities from sheep, dairy cows and beef cattle from various locations","Sheep rumen microbial communities from Palmerston North, Manawatu-Wanganui, New Zealand - 1770 DNA GHGhigh gp2",DOE Joint Genome Institute (JGI),3300028591,Ga0247611,Gp0290829,Graeme Attwood,Host-associated,Mammals,Foregut,Digestive system,"Sheep rumen microbial communities from Palmerston North, Manawatu-Wanganui, New Zealand - 1770 DNA GHGhigh gp2",Rumen,3866467842,7579643
3300011955,Metagenome,Draft,"Urban prokaryotic and eukaryotic communities from the subway and surrounding areas in New York, USA","Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P00533",Weill Cornell Medical College,3300011955,Ga0120933,Gp0135168,,Engineered,Built environment,Subway,City,"Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P00533",Unclassified,42206185,57735
3300013645,Metagenome,Draft,Human skin bacterial and viral communities - University of Pennsylvania,Human skin bacterial and viral communities - University of Pennsylvania - MG100765,University of Pennsylvania,3300013645,Ga0118517,Gp0138406,,Host-associated,Human,Unclassified,Skin,Human skin bacterial and viral communities - University of Pennsylvania - MG100765,Unclassified,10098843,17481
3300027375,Metagenome,Draft,Freshwater microbial communities amended with dissolved organic matter (DOM) from various rivers in the United States,"Freshwater microbial communities from St. Lawrence River, New York, United States - Law_Atlam_RepC_8d",DOE Joint Genome Institute (JGI),3300027375,Ga0255137,Gp0293330,Byron Crump,Environmental,Aquatic,River,Freshwater,"Freshwater microbial communities from St. Lawrence River, New York, United States - Law_Atlam_RepC_8d",,168003143,307893
3300012538,Metagenome,Draft,Human skin bacterial and viral communities - University of Pennsylvania,Human skin bacterial and viral communities - University of Pennsylvania - MG100730,University of Pennsylvania,3300012538,Ga0118482,Gp0138371,,Host-associated,Human,Unclassified,Skin,Human skin bacterial and viral communities - University of Pennsylvania - MG100730,Unclassified,4932160,8757
3300014778,Metagenome,Draft,Human fecal microbial communities from obese patients in Germany,Human fecal microbial communities from obese patients in Germany - AS53_18,University of Hohenheim,3300014778,Ga0134408,Gp0151580,,Host-associated,Human,Large intestine,Digestive system,Human fecal microbial communities from obese patients in Germany - AS53_18,Fecal,130497068,188439
3300000229,Metagenome,Draft,"Groundwater microbial communities from subsurface biofilms in sulfidic aquifier in Frasassi Gorge, Italy","Groundwater microbial communities from subsurface biofilms in sulfidic aquifier in Frasassi Gorge, Italy, sample from two redox zones- LI09_3",DOE Joint Genome Institute (JGI),3300000229,Ga0026501,Gp0052152,Jennifer Macalady,Environmental,Aquatic,Groundwater,Freshwater,"Groundwater microbial communities from subsurface biofilms in sulfidic aquifier in Frasassi Gorge, Italy, sample from two redox zones- LI09_3",Cave water,281841843,721213
3300025846,Metagenome,Permanent Draft,"Arctic peat soil microbial communities from the Barrow Environmental Observatory site, Barrow, Alaska, USA","Arctic peat soil from Barrow, Alaska - Barrow Graham LP Ref core NGADG0004-211 (SPAdes)",DOE Joint Genome Institute (JGI),3300025846,Ga0209538,Gp0055534,Janet Jansson,Environmental,Terrestrial,Unclassified,Soil,"Arctic peat soil from Barrow, Alaska - Barrow Graham LP Ref core NGADG0004-211",Permafrost,645952607,1286669
3300020321,Metagenome,Draft,Marine microbial communities from Tara Oceans,Marine microbial communities from Tara Oceans - TARA_B100002003 (ERX556042-ERR599060),CEA Genoscope,3300020321,Ga0211560,Gp0117196,William William,Environmental,Aquatic,,Marine,Marine microbial communities from Tara Oceans - TARA_B100002003,,284570288,641918
3300027756,Metagenome,Permanent Draft,"Freshwater lake microbial communities from the Great Lakes, USA, analyzing microbial food webs and carbon cycling","Freshwater lake microbial communities from Lake Huron, USA, analyzing microbial food webs and carbon cycling - Fa13.BD.MM15.DN (SPAdes)",DOE Joint Genome Institute (JGI),3300027756,Ga0209444,Gp0085377,Vincent Denef,Environmental,Aquatic,Lentic,Freshwater,"Freshwater lake microbial communities from Lake Huron, USA, analyzing microbial food webs and carbon cycling - Fa13.BD.MM15.DN",Unclassified,703235189,1532965
3300029605,Metagenome,Draft,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom","Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_36211",Beijing Genomics Institute (BGI),3300029605,Ga0245145,Gp0283781,,Host-associated,Human,Large intestine,Digestive system,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_36211",Fecal,216833249,258427
3300028952,Metagenome,Draft,Human host-associated microbial communities from fecal samples of mother and infant in Denmark,Human fecal microbial communities from infant at 4 months in Denmark - 397_4M,Beijing Genomics Institute (BGI),3300028952,Ga0169697,Gp0193691,,Host-associated,Human,Large intestine,Digestive system,Human fecal microbial communities from infant at 4 months in Denmark - 397_4M,Fecal,19999250,22803
3300014090,Metagenome,Draft,"Human oral microbial communities of schizophrenia patients from Maryland, USA","Human oral microbial communities of schizophrenia patients from Maryland, USA - ES_099",The George Washington University (GWU),3300014090,Ga0134343,Gp0151515,,Host-associated,Human,Oral,Digestive system,"Human oral microbial communities of schizophrenia patients from Maryland, USA - ES_099",Throat,17899777,37313
3300027242,Metagenome,Draft,"Estuarine microbial communities from the Columbia River estuary, to analyze effect of nutrient fluxes, a time series",Estuarine microbial communities from the Columbia River estuary - metaG 1554B-02 (SPAdes),DOE Joint Genome Institute (JGI),3300027242,Ga0208806,Gp0125830,Holly Simon,Environmental,Aquatic,Intertidal zone,Marine,Estuarine microbial communities from the Columbia River estuary - metaG 1554B-02,Estuary,173455398,356019
3300025907,Metagenome,Draft,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA","Miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS M5-3 metaG (SPAdes)",DOE Joint Genome Institute (JGI),3300025907,Ga0207645,Gp0112773,James Tiedje,Host-associated,Plants,Soil,Rhizosphere,"Miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS M5-3 metaG",Unclassified,2478258169,6068236
3300008489,Metagenome,Permanent Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human supragingival plaque microbial communities from NIH, USA - visit 2, subject 764811490 reassembly","Baylor College of Medicine, J. Craig Venter Institute (JCVI), Washington University in St. Louis",3300008489,Ga0111007,Gp0052913,,Host-associated,Human,Oral,Digestive system,"Human supragingival plaque microbial communities from NIH, USA - visit 2, subject 764811490",Supragingival plaque,82611704,123682
3300011832,Metagenome,Draft,"Urban prokaryotic and eukaryotic communities from the subway and surrounding areas in New York, USA","Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metalplastic -P00212",Weill Cornell Medical College,3300011832,Ga0121719,Gp0135938,,Engineered,Built environment,Subway,City,"Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metalplastic -P00212",Unclassified,39577023,63402
3300026484,Metagenome,Draft,Marine microbial communities from hydrothermal vents in the Atlantic and Pacific Ocean,"Hydrothermal vent microbial communities from Guaymas Basin, Mexico - 4562-384",DOE Joint Genome Institute (JGI),3300026484,Ga0256837,Gp0296302,Peter Girguis,Environmental,Aquatic,Hydrothermal vents,Marine,"Hydrothermal vent microbial communities from Guaymas Basin, Mexico - 4562-384",,263515736,461653
3300014161,Metagenome,Draft,"Peatland microbial communities from Minnesota, USA, analyzing carbon cycling and trace gas fluxes","Peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin10_30_metaG",DOE Joint Genome Institute (JGI),3300014161,Ga0181529,Gp0208372,Erik Lilleskov,Environmental,Aquatic,Wetlands,Freshwater,"Peatland microbial communities from Houghton, MN, USA - PEATcosm2014_Bin10_30_metaG",Bog,1349297074,2354514
3300019935,Metagenome,Draft,Microbial communities from sediments and microbial mats in various locations,"Microbial mat bacterial communities from the Broadkill River, Lewes, Delaware, United States - BB_1_MG",DOE Joint Genome Institute (JGI),3300019935,Ga0193950,Gp0217616,Barbara MacGregor,Environmental,Aquatic,River,Freshwater,"Microbial mat bacterial communities from the Broadkill River, Lewes, Delaware, United States - BB_1_MG",,83300237,176276
2199352030,Metagenome,Draft,"Compost microbial communities from Sao Paulo Zoo, Brazil","Compost microbial communities from Sao Paulo Zoo, Brazil - ZC2","University of Sao Paulo, Virginia Bioinformatics Institute",2199352030,Ga0011320,Gp0053342,Joao Setubal,Engineered,Solid waste,Unclassified,Composting,"Compost microbial communities from Sao Paulo Zoo, Brazil - ZC2",Unclassified,433746055,1264263
3300014832,Metagenome,Draft,Activated sludge bacterial and viral communities from EBPR bioreactors in Australia,"Activated sludge bacterial and viral communities from EBPR bioreactors in Brisbane, Australia - M90108",California Institute of Technology,3300014832,Ga0119905,Gp0137247,,Engineered,Wastewater,Biological phosphorus removal,Nutrient removal,"Activated sludge bacterial and viral communities from EBPR bioreactors in Brisbane, Australia - M90108",Bioreactor,488448410,1099405
3300021059,Metagenome,Draft,"Chrysochromulina tobin associated microbial communities from unialgal haptophyte culture in Seattle, Washington, USA","Chrysochromulina tobin associated microbial communities from unialgal haptophyte culture, Seattle, Washington, United States - P5a_8mM",DOE Joint Genome Institute (JGI),3300021059,Ga0210241,Gp0225667,Rose Ann Cattolico,Engineered,Modeled,,Simulated communities (microbial mixture),"Chrysochromulina tobin associated microbial communities from unialgal haptophyte culture, Seattle, Washington, United States - P5a_8mM",,85852507,75360
3300011629,Metagenome,Draft,"Urban prokaryotic and eukaryotic communities from the subway and surrounding areas in New York, USA","Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P00157",Weill Cornell Medical College,3300011629,Ga0120750,Gp0134985,,Engineered,Built environment,Subway,City,"Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P00157",Unclassified,30328707,43344
3300025234,Metagenome,Permanent Draft,Deep ocean microbial communities from the Global Malaspina Expedition,Marine microbial communities from the Deep Atlantic Ocean - MP0327 (SPAdes),DOE Joint Genome Institute (JGI),3300025234,Ga0208837,Gp0054659,Silvia G. Acinas,Environmental,Aquatic,Oceanic,Marine,Marine microbial communities from the Deep Atlantic Ocean - MP0327,Unclassified,92228541,182749
3300021438,Metagenome,Draft,"Freshwater microbial communities from McNutts Creek, Athens, Georgia, United States","Freshwater microbial communities from McNutts Creek, Athens, Georgia, United States - 11-17 MG",DOE Joint Genome Institute (JGI),3300021438,Ga0213920,Gp0238829,Elizabeth A. Ottesen,Environmental,Aquatic,Creek,Freshwater,"Freshwater microbial communities from McNutts Creek, Athens, Georgia, United States - 11-17 MG",,324246460,713544
3300025299,Metagenome,Draft,"Arabidopsis, maize, boechera and miscanthus rhizosphere microbial communities from different US locations","Arabidopsis rhizosphere microbial communities from North Carolina, USA - plate scrape MF_Col_mCL_r2 (SPAdes)",DOE Joint Genome Institute (JGI),3300025299,Ga0209256,Gp0101297,Jeff Dangl,Host-associated,Plants,Epiphytes,Rhizoplane,"Arabidopsis rhizosphere microbial communities from North Carolina, USA - plate scrape MF_Col_mCL_r2",,362507286,549682
3300029092,Metagenome,Draft,Human host-associated microbial communities from fecal samples of mother and infant in Denmark,Human fecal microbial communities from mother in Denmark - 10_M,Beijing Genomics Institute (BGI),3300029092,Ga0169182,Gp0193491,,Host-associated,Human,Large intestine,Digestive system,Human fecal microbial communities from mother in Denmark - 10_M,Fecal,149075007,189134
3300024358,Metagenome,Draft,Freshwater microbial communities amended with dissolved organic matter (DOM) from various rivers in the United States,"Freshwater microbial communities from Altamaha River, Georgia, United States - Atl_Atl_RepA_8d",DOE Joint Genome Institute (JGI),3300024358,Ga0255173,Gp0293366,Byron Crump,Environmental,Aquatic,River,Freshwater,"Freshwater microbial communities from Altamaha River, Georgia, United States - Atl_Atl_RepA_8d",,175927750,398329
3300014539,Metagenome,Draft,Human host-associated microbial communities from fecal samples of mother and infant in Denmark,Human fecal microbial communities from infant at 4 months in Denmark - 82_4M,Beijing Genomics Institute (BGI),3300014539,Ga0169882,Gp0193869,,Host-associated,Human,Large intestine,Digestive system,Human fecal microbial communities from infant at 4 months in Denmark - 82_4M,Fecal,114763532,136541
3300005274,Metagenome,Draft,Switchgrass adapted compost microbial communities from mini bioreactor at UC Davis,Thermophilic enriched microbial communities from mini bioreactor at UC Davis - Sample SG0.5JP960,DOE Joint Genome Institute (JGI),3300005274,Ga0065724,Gp0053839,John Gladden,Engineered,Solid waste,Grass,Composting,Thermophilic enriched microbial communities from mini bioreactor at UC Davis - Sample SG0.5JP960,Bioreactor,70257324,133165
3300024968,Metagenome,Draft,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 31_HOW6 (SPAdes),DOE Joint Genome Institute (JGI),3300024968,Ga0208264,Gp0111085,Ludmila Chistoserdova,Environmental,Aquatic,Sediment,Freshwater,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 31_HOW6,,116920190,194898
3300020418,Metagenome,Draft,Marine viral and eukaryotic protist communities collected from different water depths during Tara Oceans survey,Marine microbial communities from Tara Oceans - TARA_B100002051 (ERX556028-ERR599136),CEA Genoscope,3300020418,Ga0211557,Gp0117192,William William,Environmental,Aquatic,,Marine,Marine microbial communities from Tara Oceans - TARA_B100002051,,1123274256,2597017
3300025816,Metagenome,Draft,Pelagic marine microbial communities from North Sea,Pelagic marine microbial communities from North Sea - COGITO_mtgs_100330 (SPAdes),DOE Joint Genome Institute (JGI),3300025816,Ga0209193,Gp0136955,Hanno Teeling,Environmental,Aquatic,Pelagic,Marine,Pelagic marine microbial communities from North Sea - COGITO_mtgs_100330,Unclassified,343079421,688887
3300028997,Metagenome,Draft,Human host-associated microbial communities from fecal samples of mother and infant in Denmark,Human fecal microbial communities from infant at 4 months in Denmark - 367_4M,Beijing Genomics Institute (BGI),3300028997,Ga0169671,Gp0193665,,Host-associated,Human,Large intestine,Digestive system,Human fecal microbial communities from infant at 4 months in Denmark - 367_4M,Fecal,68198503,75165
3300014929,Metagenome,Draft,"Synthetic microbial community for library methods comparison from University of Liverpool, United Kingdom","Synthetic microbial communities for library methods comparison from University of Liverpool, United Kingdom - Mg50",University of Liverpool,3300014929,Ga0168446,Gp0192445,,Engineered,Modeled,,Simulated communities (DNA mixture),"Synthetic microbial communities for library methods comparison from University of Liverpool, United Kingdom - Mg50",,51995784,92435
3300020300,Metagenome,Draft,Marine microbial communities from Tara Oceans,Marine microbial communities from Tara Oceans - TARA_B100000959 (ERX555977-ERR598981),CEA Genoscope,3300020300,Ga0211662,Gp0117251,William William,Environmental,Aquatic,,Marine,Marine microbial communities from Tara Oceans - TARA_B100000959,,186787944,408414
3300014726,Metagenome,Draft,"Urban prokaryotic and eukaryotic communities from the subway and surrounding areas in New York, USA","Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal/plastic -P00308",Weill Cornell Medical College,3300014726,Ga0121486,Gp0135705,,Engineered,Built environment,Subway,City,"Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal/plastic -P00308",Unclassified,21628934,34848
3300011143,Metagenome,Draft,"Urban prokaryotic and eukaryotic communities from the subway and surrounding areas in New York, USA","Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway wood -P01296",Weill Cornell Medical College,3300011143,Ga0122840,Gp0136275,,Engineered,Built environment,Subway,City,"Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway wood -P01296",Unclassified,27301700,39519
3300010375,Metagenome,Draft,"Corn, switchgrass and miscanthus rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA","Corn rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS C4-4 metaG",DOE Joint Genome Institute (JGI),3300010375,Ga0105239,Gp0127767,James Tiedje,Host-associated,Plants,Unclassified,Rhizosphere,"Corn rhizosphere microbial communities from Kellogg Biological Station, Michigan, USA - KBS C4-4 metaG",Unclassified,5539592621,11746245
3300006247,Metagenome,Permanent Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human supragingival plaque microbial communities from NIH, USA - visit 2, subject 159005010","Baylor College of Medicine, J. Craig Venter Institute (JCVI), Washington University in St. Louis",3300006247,Ga0099374,Gp0052808,,Host-associated,Human,Oral,Digestive system,"Human supragingival plaque microbial communities from NIH, USA - visit 2, subject 159005010",Supragingival plaque,239287147,382225
3300011830,Metagenome,Draft,"Urban prokaryotic and eukaryotic communities from the subway and surrounding areas in New York, USA","Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P00070",Weill Cornell Medical College,3300011830,Ga0120712,Gp0134947,,Engineered,Built environment,Subway,City,"Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P00070",Unclassified,47708594,63097
3300012879,Metagenome,Draft,"Characterization of biomass-degrading enzymes from insect-associated, soil, and chicken feces microbial communities","Enriched soil microbial communities from UW Madison campus, WI, USA - DID2937_E24_Xylan MG",DOE Joint Genome Institute (JGI),3300012879,Ga0160504,Gp0191462,Cameron Currie,Environmental,Terrestrial,,Soil,"Enriched soil microbial communities from UW Madison campus, WI, USA - DID2937_E24_Xylan MG",,226810859,337114
3300026965,Metagenome,Permanent Draft,"Environmental microbial communities from Fremont, CA and La Paraguera, Puerto Rico","Aerobic enrichment media microbial communities from Bioluminiscent Bay, La Parguera, Puerto Rico - A23 P2 (SPAdes)",DOE Joint Genome Institute (JGI),3300026965,Ga0207755,Gp0054829,Jeff Kimbrel,Engineered,Lab enrichment,Aerobic media,Defined media,"Aerobic enrichment media microbial communities from Bioluminiscent Bay, La Parguera, Puerto Rico - A23 P2",Unclassified,78980377,119429
3300020144,Metagenome,Draft,"Characterization of biomass-degrading enzymes from insect-associated, soil, and chicken feces microbial communities","Enriched microbial communities from leaf-cutter ant dump, University of Wisconsin, Madison, United States - 1B110A",DOE Joint Genome Institute (JGI),3300020144,Ga0206106,Gp0224299,Cameron Currie,Host-associated,Arthropoda,,Ant dump,"Enriched microbial communities from leaf-cutter ant dump, University of Wisconsin, Madison, United States - 1B110A",,97429709,123082
2140918027,Metagenome,Permanent Draft,Hypersaline microbial communities from Antarctic Deep Lake,"Hypersaline microbial communities from Antarctic Deep Lake - 36m 3.0um, 0.8um, 0.1um pool",DOE Joint Genome Institute (JGI),2140918027,Ga0026244,Gp0051455,Rick Cavicchioli,Environmental,Aquatic,Hypersaline,Non-marine Saline and Alkaline,"Hypersaline microbial communities from Antarctic Deep Lake - 36m 3.0um, 0.8um, 0.1um pool",Unclassified,190563105,475716
3300028047,Metagenome,Permanent Draft,Forest soil microbial communities from multiple locations in Canada and USA,"Forest soil microbial communities from Algoma, Ontario, Canada - Jack Pine, Ontario site 1_JW_OM2H0_M1 (SPAdes)",DOE Joint Genome Institute (JGI),3300028047,Ga0209526,Gp0055287,William Mohn,Environmental,Terrestrial,Loam,Soil,"Forest soil microbial communities from Algoma, Ontario, Canada - Jack Pine, Ontario site 1_JW_OM2H0_M1",Forest soil,1943906049,4374960
3300011644,Metagenome,Draft,"Urban prokaryotic and eukaryotic communities from the subway and surrounding areas in New York, USA","Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P00978",Weill Cornell Medical College,3300011644,Ga0121158,Gp0135390,,Engineered,Built environment,Subway,City,"Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P00978",Unclassified,31569378,44748
3300007806,Metagenome,Permanent Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human stool microbial communities from NIH, USA - visit 1, subject 764042746 reassembly","Baylor College of Medicine, J. Craig Venter Institute (JCVI), Washington University in St. Louis",3300007806,Ga0105890,Gp0052873,,Host-associated,Human,Large intestine,Digestive system,"Human stool microbial communities from NIH, USA - visit 1, subject 764042746",Fecal,79849403,91664
3300025576,Metagenome,Draft,"Peatland microbial communities from Minnesota, USA, analyzing carbon cycling and trace gas fluxes","Peatland microbial communities from Minnesota, USA, analyzing carbon cycling and trace gas fluxes - June2015DPH_16_40 (SPAdes)",DOE Joint Genome Institute (JGI),3300025576,Ga0208820,Gp0138752,Erik Lilleskov,Environmental,Aquatic,Wetlands,Freshwater,"Peatland microbial communities from Minnesota, USA, analyzing carbon cycling and trace gas fluxes - June2015DPH_16_40",Unclassified,329371237,584095
3300013697,Metagenome,Draft,"Urban prokaryotic and eukaryotic communities from the subway and surrounding areas in New York, USA","Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P01123",Weill Cornell Medical College,3300013697,Ga0121228,Gp0135447,,Engineered,Built environment,Subway,City,"Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal -P01123",Unclassified,19330558,26446
3300006723,Metagenome,Permanent Draft,"Human microbial communities from the National Institute of Health, USA, HMP production phase","Human posterior fornix microbial communities from NIH, USA - visit 2, subject 159227541","Baylor College of Medicine, J. Craig Venter Institute (JCVI), Washington University in St. Louis",3300006723,Ga0101787,Gp0052550,,Host-associated,Human,Vagina,Reproductive system,"Human posterior fornix microbial communities from NIH, USA - visit 2, subject 159227541",posterior fornix,1619678,2257
3300013406,Metagenome,Draft,Human skin bacterial and viral communities - University of Pennsylvania,Human skin bacterial and viral communities - University of Pennsylvania - MG100161,University of Pennsylvania,3300013406,Ga0117974,Gp0137911,,Host-associated,Human,Unclassified,Skin,Human skin bacterial and viral communities - University of Pennsylvania - MG100161,Unclassified,4605679,7920
3300013570,Metagenome,Draft,Human skin bacterial and viral communities - University of Pennsylvania,Human skin bacterial and viral communities - University of Pennsylvania - MG100359,University of Pennsylvania,3300013570,Ga0118086,Gp0138023,,Host-associated,Human,Unclassified,Skin,Human skin bacterial and viral communities - University of Pennsylvania - MG100359,Unclassified,3309638,4774
3300029584,Metagenome,Draft,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom","Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_35583",Beijing Genomics Institute (BGI),3300029584,Ga0245112,Gp0283748,,Host-associated,Human,Large intestine,Digestive system,"Human fecal microbial communities from twins in the TwinsUK registry in London, United Kingdom - YSZC12003_35583",Fecal,211055018,277432
3300026456,Metagenome,Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - H.B.S.T-25.r2",DOE Joint Genome Institute (JGI),3300026456,Ga0255351,Gp0293658,Scott Saleska,Environmental,Terrestrial,,Peat,"Peat soil microbial communities from Stordalen Mire, Sweden - H.B.S.T-25.r2",,206298791,375165
3300025391,Metagenome,Draft,"Freshwater microbial communities from Crystal Bog lake, Wisconsin, USA","Freshwater microbial communities from Crystal Bog, Wisconsin, USA - CBE08Jun09 (SPAdes)","DOE Joint Bioenergy Institute (JBEI), DOE Joint Genome Institute (JGI)",3300025391,Ga0208740,Gp0088280,Katherine McMahon,Environmental,Aquatic,Lentic,Freshwater,"Freshwater microbial communities from Crystal Bog, Wisconsin, USA -  CBE08Jun09",Unclassified,122857722,249892
3300027777,Metagenome,Draft,Freshwater microbial communities from northern lakes of Canada to study carbon cycling,"Freshwater microbial communities from Lake Croche, Canada to study carbon cycling - C_140205_EF_MetaG (SPAdes)",DOE Joint Genome Institute (JGI),3300027777,Ga0209829,Gp0134317,David Walsh,Environmental,Aquatic,Lake,Freshwater,"Freshwater microbial communities from Lake Croche, Canada to study carbon cycling - C_140205_EF_MetaG",Unclassified,866724326,1737028
3300014570,Metagenome,Draft,Human fecal microbial communities from obese patients in Germany,Human fecal microbial communities from obese patients in Germany - AS63_12,University of Hohenheim,3300014570,Ga0134400,Gp0151572,,Host-associated,Human,Large intestine,Digestive system,Human fecal microbial communities from obese patients in Germany - AS63_12,Fecal,118509429,185224
3300003109,Metagenome,Permanent Draft,"Premature human infant gut microbial communities from University of California, Berkeley, USA","Premature human infant gut microbial communities from University of California, Berkeley, USA","University of California, Berkeley",3300003109,Ga0051163,Gp0052337,,Host-associated,Human,Large intestine,Digestive system,"Premature human infant gut microbial communities from University of California, Berkeley, USA",Fecal,13608872,15151
3300022879,Metagenome,Draft,Enriched soil aggregate microbial communities from Iowa State university to study microbial drivers of carbon cycling,"Enriched soil aggregate microbial communities from Iowa State University, Ames, United States - MC6-MC0906-MG",DOE Joint Genome Institute (JGI),3300022879,Ga0213824,Gp0238648,Kirsten Hofmockel,Environmental,Terrestrial,,Soil,"Enriched soil aggregate microbial communities from Iowa State University, Ames, United States - MC6-MC0906-MG",,211836763,363265
3300012590,Metagenome,Draft,Human skin bacterial and viral communities - University of Pennsylvania,Human skin bacterial and viral communities - University of Pennsylvania - MG100258,University of Pennsylvania,3300012590,Ga0118575,Gp0138464,,Host-associated,Human,Unclassified,Skin,Human skin bacterial and viral communities - University of Pennsylvania - MG100258,Unclassified,17782882,36417
3300018029,Metagenome,Draft,Tropical peatland microbial communities from different locations,"Tropical peat soil microbial communities from peatlands in Department of Meta, Colombia - 1015_BV01_MP06_20_MG",DOE Joint Genome Institute (JGI),3300018029,Ga0187787,Gp0213279,Hinsby Cadillo-Quiroz,Environmental,Terrestrial,Wetlands,Soil,"Tropical peat soil microbial communities from peatlands in Department of Meta, Colombia - 1015_BV01_MP06_20_MG",,771828314,1869319
3300014912,Metagenome,Draft,"Urban prokaryotic and eukaryotic communities from the subway and surrounding areas in New York, USA","Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal/plastic -P00413",Weill Cornell Medical College,3300014912,Ga0121502,Gp0135721,,Engineered,Built environment,Subway,City,"Urban prokaryotic and eukaryotic communities from the subway in New York, USA: city subway metal/plastic -P00413",Unclassified,28604165,48169
3300024511,Metagenome,Draft,Freshwater microbial communities amended with dissolved organic matter (DOM) from various rivers in the United States,"Freshwater microbial communities from Mississippi River, Louisiana, United States - Miss_Law_RepA_8h",DOE Joint Genome Institute (JGI),3300024511,Ga0255196,Gp0293389,Byron Crump,Environmental,Aquatic,River,Freshwater,"Freshwater microbial communities from Mississippi River, Louisiana, United States - Miss_Law_RepA_8h",,111446142,236983
3300029321,Metagenome,Draft,"Human fecal microbial communities from healthy and liver cirrhosis patients in Hangzhou, China","Human fecal microbial communities from healthy subjects in Hangzhou, China - HD-7_Run1",Zhejiang University,3300029321,Ga0243246,Gp0282383,,Host-associated,Human,Large intestine,Digestive system,"Human fecal microbial communities from healthy subjects in Hangzhou, China - HD-7_Run1",Fecal,92843791,121959
3300024906,Metagenome,Draft,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 80_HOW10 (SPAdes),DOE Joint Genome Institute (JGI),3300024906,Ga0208122,Gp0111118,Ludmila Chistoserdova,Environmental,Aquatic,Sediment,Freshwater,Freshwater sediment methanotrophic microbial communities from Lake Washington under simulated oxygen tension - Sediment Metagenome 80_HOW10,,35525675,55261
